,text,intent,domain,dataset
1649,okay i 'd like a nonstop flight from houston to memphis that arrives in memphis in the early afternoon on tuesday june first,flight,atis,train
1650,i would like to travel from washington dc to pittsburgh on august twentieth,flight,atis,train
1651,what airlines flies out of atlanta,airline,atis,train
1652,find a nonstop flight between denver and oakland leaving in the afternoon and arriving near 5 pm,flight,atis,train
1653,what flights go from baltimore to newark wednesday morning,flight,atis,train
1654,list the flights arriving in boston from atlanta on august fifth,flight,atis,train
1655,what time does flight aa 459 depart,flight_time,atis,train
1656,i also need to go to san francisco on wednesday evening from dallas,flight,atis,train
1657,list all flights from long beach to columbus late saturday,flight,atis,train
1658,please give me all the flights from long beach california to memphis tennessee,flight,atis,train
1659,do you have a flight from charlotte to atlanta on june first,flight,atis,train
1660,can you show me the flights from dallas to baltimore with economy fares,flight,atis,train
1661,what flights from las vegas to phoenix on saturday,flight,atis,train
1662,hi i 'm calling from boston i 'd like to make a flight to either orlando or los angeles,flight,atis,train
1663,what are the flights from new york city to las vegas,flight,atis,train
1664,what ground transportation is available in pittsburgh,ground_service,atis,train
1665,show me all flights from pittsburgh to oakland that arrive after 10 am,flight,atis,train
1666,please give me flights from atlanta to boston on wednesday morning and thursday afternoon,flight,atis,train
1667,flight from milwaukee to denver,flight,atis,train
1668,what does s designate as a meal,abbreviation,atis,train
1669,i would like to find a flight that goes from tampa to montreal making a stop in new york and a flight that serves lunch,flight,atis,train
1671,list all flights leaving san francisco monday afternoon arriving in pittsburgh,flight,atis,train
1672,give me flights without fares from atlanta to baltimore,flight,atis,train
1673,show me the fares for delta flights from dallas to san francisco,airfare,atis,train
1674,what is the latest evening flight leaving san francisco for washington,flight,atis,train
1675,what is the first flight from boston to atlanta and what is the last flight from atlanta to boston,flight,atis,train
1676,what are the classes of service on delta airlines,flight,atis,train
1677,please list all flights tuesday dallas atlanta,flight,atis,train
1678,philadelphia to san francisco please,flight,atis,train
1679,what airlines fly boston to baltimore,airline,atis,train
1680,i need to spend much of a day on the ground in atlanta find me an early flight from boston and the lastest possible flight back from atlanta,flight,atis,train
1681,does delta airline fly from denver to pittsburgh,flight,atis,train
1683,list all flights from baltimore to san francisco on friday,flight,atis,train
1684,show me the flights from denver to philadelphia again,flight,atis,train
1685,what does hou mean,abbreviation,atis,train
1686,show me all flights from san francisco to new york nonstop,flight,atis,train
1688,i would like to book a flight from chicago to seattle on june fourth,flight,atis,train
1689,show me the flights on delta to atlanta in the morning,flight,atis,train
1690,what 's the earliest flight from phoenix to salt lake city,flight,atis,train
1691,i want to fly from kansas city to chicago next wednesday arriving in the evening and returning the next day,flight,atis,train
1692,please list the sunday flights from dallas to houston on american airlines,flight,atis,train
1693,what flights leave san francisco after 8 pm and go to dallas fort worth,flight,atis,train
1694,what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco,flight_no,atis,train
1695,what ground transportation is available in newark,ground_service,atis,train
1696,show me all flights with fares from pittsburgh to san francisco,flight,atis,train
1697,i want to fly philadelphia to dallas on july eighth,flight,atis,train
1698,i would like to travel from boston to denver,flight,atis,train
1700,i 'd like a twa flight from las vegas to new york nonstop,flight,atis,train
1701,what is the number of first class flights on american airlines,flight_no,atis,train
1702,i would like to see all flights from denver to philadelphia,flight,atis,train
1703,boston to pittsburgh,flight,atis,train
1704,all flights from washington dc to san francisco on november twelfth,flight,atis,train
1705,what kind of ground transportation is available in las vegas,ground_service,atis,train
1706,show me the evening flights from philadelphia to baltimore,flight,atis,train
1707,how much does it cost to fly directly from philadelphia to san francisco on american airlines,airfare,atis,train
1708,please list the flight times from newark to boston,flight_time,atis,train
1709,what flights does delta have between boston and san francisco,flight,atis,train
1710,give me the flights from san francisco to washington dc for december first,flight,atis,train
1712,please show me the flights from washington dc to san francisco california,flight,atis,train
1713,what flights from seattle to salt lake city,flight,atis,train
1714,flights from montreal and phoenix to las vegas arriving at the same time,flight,atis,train
1715,show me flights from milwaukee to orlando on wednesday evening or thursday mornings,flight,atis,train
1716,list the nonstop flights from miami to washington dc,flight,atis,train
1717,can you list all flights departing from toronto and landing in san diego with a stopover in denver,flight,atis,train
1718,give me the flights on tuesday from los angeles to pittsburgh,flight,atis,train
1719,i need to reverse the flight from pittsburgh to denver please,flight,atis,train
1720,i am looking to get one air fare from baltimore to san francisco on a 747 leaving august twenty seventh,airfare,atis,train
1721,could you give me a flight between pittsburgh and philadelphia,flight,atis,train
1723,i would like to see the daily flights from baltimore to philadelphia,flight,atis,train
1724,all northwest and united airlines flights with stopovers in denver,flight,atis,train
1725,what 's the difference between fare code q and fare code b,abbreviation,atis,train
1726,list nonstop flights from san francisco to oakland that depart in the afternoon,flight,atis,train
1727,flights from phoenix to milwaukee,flight,atis,train
1728,give me all the flights from miami to chicago on american airlines,flight,atis,train
1729,please list the morning flights from philadelphia to toronto,flight,atis,train
1730,how many fare codes belong to economy class,quantity,atis,train
1731,is there a flight on american airlines going from boston to san francisco on june twenty eighth,flight,atis,train
1732,i want to fly from atlanta to philadelphia,flight,atis,train
1734,on april eighth i would like to book a flight from charlotte to baltimore,flight,atis,train
1735,what afternoon flights are available between denver and dallas fort worth,flight,atis,train
1736,please list the flights from new york to miami on a tuesday,flight,atis,train
1738,list all flights from boston to atlanta after 6 o'clock pm on wednesday,flight,atis,train
1739,list nonstop flights from baltimore washington to oakland that arrive between 445 and 515 pm,flight,atis,train
1740,what is the earliest flight leaving from boston going to atlanta,flight,atis,train
1741,what kinds of planes are used by midway airlines,aircraft,atis,train
1743,i would like information on flights from oakland california to dallas leaving on sunday morning,flight,atis,train
1744,what flights leave from boston to pittsburgh in the morning,flight,atis,train
1745,do any of the continental flights from boston to san francisco stop in denver,flight,atis,train
1746,i 'd like to see all the economy fares from baltimore to philadelphia,airfare,atis,train
1747,what nonstop flights between boston and washington arrive after 5 o'clock pm,flight,atis,train
1748,ground transportation in denver,ground_service,atis,train
1749,please show me flights from boston to denver with a stopover in philadelphia,flight,atis,train
1750,what 's the fare for delta flight 217 from dallas to san francisco,airfare,atis,train
1751,i 'd like to see all flights from baltimore to philadelphia,flight,atis,train
1752,what flights go from newark to boston after 5 pm,flight,atis,train
1753,what flights are there from boston to dallas,flight,atis,train
1754,do you have a flight from atlanta to charlotte north carolina next monday,flight,atis,train
1756,what flights go from atlanta to washington dc on thursday,flight,atis,train
1757,please arrange a flight for me from denver to san francisco on us air,flight,atis,train
1758,show me flights from dallas to atlanta on tuesday,flight,atis,train
1759,what is the least expensive airfare between boston and baltimore,airfare,atis,train
1760,need a flight from pittsburgh to denver,flight,atis,train
1761,what is the first class fare from baltimore to dallas,airfare,atis,train
1762,what does the airline code dl stand for,airline,atis,train
1763,show me the earliest flight from cleveland to memphis,flight,atis,train
1764,do you have any flights from pittsburgh to boston on wednesday of next week in the morning,flight,atis,train
1765,all flights from pittsburgh to philadelphia that arrive at 6 o'clock next tuesday,flight,atis,train
1766,please list the flights from kansas city to denver,flight,atis,train
1767,please list the shortest one stop flight from ontario california to orlando florida,flight,atis,train
1769,give me the flights and fares on december twenty seventh from indianapolis to orlando,flight+airfare,atis,train
1770,show me the flights from boston to baltimore,flight,atis,train
1771,show flights from pittsburgh to oakland,flight,atis,train
1772,i need late flight wednesday from oakland to salt lake city,flight,atis,train
1773,what is the cost of a round trip ticket flying from boston to dallas dallas to oakland leaving july first,airfare,atis,train
1774,what are the classes of service for continental airlines,flight,atis,train
1776,please show me all round trip flights from new york to miami,flight,atis,train
1777,what airlines have nonstop early afternoon flights from boston to denver,airline,atis,train
1778,now please give me the latest flight tomorrow on twa from milwaukee to tacoma,flight,atis,train
1779,what is the last flight from boston to atlanta,flight,atis,train
1782,show me all flights from san diego to new york using dc10,flight,atis,train
1783,show me ground transportation in boston and in baltimore,ground_service,atis,train
1784,give me the flights from phoenix to milwaukee on wednesday,flight,atis,train
1785,i would like a flight leaving from washington to boston at 110 pm on august twentieth,flight,atis,train
1786,which airlines fly from boston to washington,airline,atis,train
1787,show me the flights leaving charlotte to atlanta around 7 pm next tuesday,flight,atis,train
1788,show me the flights that go from san diego to newark new jersey,flight,atis,train
1789,show me round trip fares between san francisco and washington dc,airfare,atis,train
1790,what is the cheapest round trip coach flight between dallas and baltimore leaving august tenth,flight,atis,train
1791,could you please show me all flights from milwaukee to montreal,flight,atis,train
1793,how many first class flights does united airlines have departing from boston today,quantity,atis,train
1794,what are the flights from san jose to nashville on thursday the twentieth,flight,atis,train
1795,show me a list of all the airlines that offer business class service,airline,atis,train
1796,show me about the ground transportation in boston,ground_service,atis,train
1797,what is the least expensive fare from baltimore to san francisco leaving on september thirtieth,airfare,atis,train
1798,is there a flight from atlanta to san francisco which connects in dallas,flight,atis,train
1799,is there a flight from philadelphia to oakland with a stop in dallas,flight,atis,train
1800,show me flights from san francisco to atlanta,flight,atis,train
1801,flights from boston flights from philadelphia to boston on monday,flight,atis,train
1802,what is the lowest fare united charges between boston and san francisco,airfare,atis,train
1803,what is the minimum connection time for houston intercontinental,flight_time,atis,train
1804,list all takeoffs and landings at general mitchell international,flight,atis,train
1805,show me all flights from boston to atlanta which leave atlanta after noon tomorrow,flight,atis,train
1806,what flights from dallas to houston on sunday,flight,atis,train
1807,what are all flights from boston to pittsburgh on wednesdays,flight,atis,train
1808,give me a flight from tampa to charlotte on sunday,flight,atis,train
1810,what flights go from dallas to baltimore,flight,atis,train
1811,show me all canadian airlines flights from toronto,flight,atis,train
1812,what flights arrive in chicago on sunday on continental,flight,atis,train
1813,show me the cities served by nationair,city,atis,train
1814,flights from phoenix to milwaukee on wednesday evening,flight,atis,train
1815,i want information on flights from atlanta to washington dc i want to leave after 4 pm on wednesday or before 9 am on thursday,flight,atis,train
1816,i 'd like united airlines flights from denver to baltimore,flight,atis,train
1817,show me flights from dallas to houston and from houston to dallas,flight,atis,train
1818,show me the flights from miami to denver,flight,atis,train
1819,in boston is there ground transportation between airport and downtown,ground_service,atis,train
1820,i need information flight information for tuesday on a flight leaving baltimore bound for dallas,flight,atis,train
1821,i would like information on ground transportation city of boston between airport and downtown,ground_service,atis,train
1823,what 's the first flight after 1 pm leaving washington to denver,flight,atis,train
1824,i am interested in a flight on an aircraft number 727 i would like to go from washington to atlanta,flight,atis,train
1825,what are the coach fares for flights from charlotte to newark tuesday afternoon,airfare,atis,train
1827,show me the air fare for the flights from baltimore to dallas,airfare,atis,train
1828,please find the cheapest fare from boston to san francisco,airfare,atis,train
1829,fare code y what does that mean,abbreviation,atis,train
1830,show me flights from boston to denver on tuesday,flight,atis,train
1831,give me the least expensive first class round trip ticket on us air from cleveland to miami,airfare,atis,train
1833,list all flights leaving on thursday morning from new york city to montreal,flight,atis,train
1834,i need a flight from boston to pittsburgh,flight,atis,train
1835,list all flights on sunday from san francisco to pittsburgh nonstop,flight,atis,train
1836,show me all flights from denver to philadelphia on saturday after sunday which leave after noon,flight,atis,train
1837,please list the american airlines flights from philadelphia to dallas on tuesday october first,flight,atis,train
1838,give me the flights from indianapolis to orlando on december twenty seventh and twenty eighth,flight,atis,train
1839,show me the flights from oakland to denver,flight,atis,train
1840,tell me about flights from toronto to salt lake city leaving toronto between 530 and 7 pm,flight,atis,train
1841,show me all flights from minneapolis to san diego that arrive before 7 pm,flight,atis,train
1842,i need a flight from philadelphia to dallas,flight,atis,train
1843,philadelphia to boston saturday,flight,atis,train
1844,which airlines fly from toronto to san diego and have a stopover in denver,airline,atis,train
1845,what flights go from charlotte to baltimore in the morning,flight,atis,train
1846,what flights leave washington dc and arrive in san francisco on wednesday,flight,atis,train
1847,i 'd like a flight from indianapolis to toronto leaving thursday morning nonstop,flight,atis,train
1848,what is your least expensive fare between atlanta and boston,airfare,atis,train
1849,i need information for ground transportation denver colorado,ground_service,atis,train
1850,are there any flights from denver to pittsburgh with a stopover in atlanta,flight,atis,train
1851,list all the flights that takeoff from general mitchell international,flight,atis,train
1852,i 'm going to leave philadelphia and i want to go to san francisco and i want to fly first class american and i want a stop in dallas can you please tell me what type of aircraft you will be flying,aircraft,atis,train
1853,what is the latest flight leaving newark for los angeles wednesday,flight,atis,train
1854,find the cheapest one way fare from pittsburgh to san francisco,airfare,atis,train
1855,show me the flights from atlanta to washington dc on thursday evening,flight,atis,train
1856,show me the flights from salt lake city to st. petersburg late night on tuesday,flight,atis,train
1857,what is the latest afternoon flight departing san francisco and arriving in boston on november ninth,flight,atis,train
1858,i would like a coach class seat on a flight leaving denver arriving atlanta,flight,atis,train
1860,show me flights from atlanta to washington,flight,atis,train
1861,i 'd like to take a flight from washington dc stop in denver and with my final destination as san francisco,flight,atis,train
1862,what are the flights on january first 1992 from boston to san francisco,flight,atis,train
1863,please give me evening flights leaving philadelphia to san francisco friday,flight,atis,train
1864,what 's the lowest round trip fare from atlanta to pittsburgh,airfare,atis,train
1865,how many different flight classes are there,quantity,atis,train
1866,show me a list of flights from boston to atlanta leaving after noon and arriving before 7 pm,flight,atis,train
1867,what flights are there from denver to atlanta,flight,atis,train
1868,i want a flight that leaves from charlotte to newark that leaves in the afternoon or evening,flight,atis,train
1869,does united airline have any flights from dallas to san francisco,flight,atis,train
1870,show me flights on wednesday morning boston to denver for united airlines first class,flight,atis,train
1871,which airline offers the cheapest rate going from dallas to baltimore on july fourth,airline,atis,train
1872,i would like to plan a flight on american airlines from boston to denver,flight,atis,train
1873,list evening flights tomorrow from phoenix to detroit,flight,atis,train
1874,tell me about ground transportation at toronto,ground_service,atis,train
1875,what are the seating capacities of planes between pittsburgh and baltimore,capacity,atis,train
1876,show me all flights from boston to pittsburgh on wednesday after 6 o'clock pm,flight,atis,train
1878,i 'd like to see all flights from denver to philadelphia,flight,atis,train
1879,show me the flights from baltimore to philadelphia,flight,atis,train
1880,please give me a flight from boston to atlanta before 10 am in the morning,flight,atis,train
1881,show me flights from new york to miami,flight,atis,train
1882,flights from los angeles to pittsburgh,flight,atis,train
1883,list all round trip flights from indianapolis to orlando departing either on december twenty seventh or on december twenty eighth,flight,atis,train
1884,what flight is available at noontime from boston to washington what flight is available around noontime from boston to washington,flight,atis,train
1885,hi could i get a one way ticket from milwaukee to orlando,airfare,atis,train
1886,i want to see the cheapest flight from denver to pittsburgh,flight,atis,train
1887,show me the flights from san francisco to las vegas,flight,atis,train
1888,show afternoon flights from dallas to san francisco,flight,atis,train
1889,i would like the cheapest flight from pittsburgh to atlanta leaving april twenty fifth and returning may sixth,flight,atis,train
1890,round trip fares from baltimore to philadelphia under 1000 dollars,airfare,atis,train
1891,which airlines serve denver,airline,atis,train
1892,what flights leave after 7 pm from boston to pittsburgh,flight,atis,train
1893,flights from phoenix to newark,flight,atis,train
1894,dl 296 denver to philadelphia what is the fare,airfare,atis,train
1895,show me the flights from boston to san francisco that stop in dallas,flight,atis,train
1896,show me the flights from boston to atlanta and the return flights from atlanta to boston,flight,atis,train
1897,how many nonstop flights going from dallas to oakland july twenty seventh,quantity,atis,train
1898,what is the ground transport in denver,ground_service,atis,train
1899,please list all flights from oakland to dallas on sunday morning,flight,atis,train
1900,list all flights on continental leaving seattle on sunday after 430 pm,flight,atis,train
1901,what is the latest flight from san francisco to washington,flight,atis,train
1902,how many of delta 's night flights are first class,quantity,atis,train
1903,what airline is as,airline,atis,train
1904,show me ground transportation in washington dc,ground_service,atis,train
1905,what flights leave denver before noon on northwest airlines,flight,atis,train
1906,what flights leave pittsburgh july fifth after 7 pm and arrive in san francisco,flight,atis,train
1907,show me the flights from baltimore to philadelphia,flight,atis,train
1908,show me flights from atlanta to philadelphia in the morning,flight,atis,train
1909,i would like to fly from atlanta to san francisco with a stopover in dallas,flight,atis,train
1910,what is as,abbreviation,atis,train
1911,i want a flight on saturday from minneapolis to long beach,flight,atis,train
1912,i would like to fly to baltimore,flight,atis,train
1913,i would like a flight from washington to boston on august twentieth at 324 pm,flight,atis,train
1914,wednesday morning flights between baltimore and newark new jersey,flight,atis,train
1915,how long does it take to fly from boston to atlanta,distance,atis,train
1916,on eastern flight 825 from atlanta to denver can you tell me what type of aircraft used before 12 noon,flight,atis,train
1917,on july eighth i 'd like a flight from newark to orlando in the morning,flight,atis,train
1918,what are the flights from denver to oakland,flight,atis,train
1920,ground transport phoenix,ground_service,atis,train
1921,show me the flights from atlanta to bwi,flight,atis,train
1922,what are the flights between pittsburgh and san francisco,flight,atis,train
1923,now i 'd like a schedule for the flights on tuesday morning from oakland no from dallas fort worth to atlanta,flight_time,atis,train
1924,show me flights first class from san francisco to pittsburgh leaving on tuesday after 8 o'clock in the morning and before 12 noon,flight,atis,train
1925,flights from pittsburgh to baltimore arriving between 4 and 5 pm,flight,atis,train
1926,what is the cheapest fare that i can get between philadelphia and san francisco,airfare,atis,train
1928,what is the next flight from pittsburgh to san francisco after delta flight 1059,flight,atis,train
1929,i need a flight from san francisco to philadelphia,flight,atis,train
1930,does continental fly from boston to san francisco,flight,atis,train
1931,what does the fare code yn mean,abbreviation,atis,train
1932,i want a nonstop flight from indianapolis to toronto that leaves thursday morning,flight,atis,train
1933,give me all the flights from new york to miami round trip,flight,atis,train
1934,show me the available flights from san francisco to boston on november twenty fourth,flight,atis,train
1935,what is the fare from philadelphia to pittsburgh business class one way,airfare,atis,train
1936,what is the latest flight in the day from baltimore to atlanta,flight,atis,train
1937,what is the fare on continental 271 from dallas to san francisco,airfare,atis,train
1938,show me flights on september twenty sixth please,flight,atis,train
1939,what type of ground transportation is available in washington,ground_service,atis,train
1940,what is the last flight from san francisco to boston this wednesday,flight,atis,train
1941,please show me early morning flights from atlanta to philadelphia on wednesday,flight,atis,train
1942,show me the airlines that use love field,airline,atis,train
1943,show me all connecting flights on united airlines between boston and san francisco,flight,atis,train
1945,please show me airlines with flights from denver to boston stop philadelphia,airline,atis,train
1946,list the northwest airlines flights that leave denver before noon,flight,atis,train
1947,okay how about a flight on sunday from tampa to charlotte,flight,atis,train
1948,what type of aircraft does eastern fly from atlanta to denver before 6 pm,aircraft,atis,train
1949,i want to fly from boston to san francisco,flight,atis,train
1950,i would like information on flights leaving early monday morning from atlanta to baltimore,flight,atis,train
1951,list all the flights that arrive at general mitchell international airport,flight,atis,train
1952,how do i get to philadelphia downtown from the airport,ground_service,atis,train
1954,list least expensive flight from dallas to baltimore,flight,atis,train
1955,could you please list all of the classes of flights there are,flight,atis,train
1956,list flights from pittsburgh to san francisco,flight,atis,train
1958,what is the cheapest round trip fare from pittsburgh to atlanta,airfare,atis,train
1959,i 'd like to find a flight from las vegas to detroit michigan that leaves in the afternoon on monday,flight,atis,train
1961,would you be able to put me on a flight with delta leaving the morning of august twenty seventh from baltimore to san francisco,flight,atis,train
1963,san francisco to philadelphia please,flight,atis,train
1964,where does canadian airlines international fly to,flight,atis,train
1965,what flights go from san francisco to dallas,flight,atis,train
1966,what is the cheapest fare for a one way flight from boston to atlanta,airfare,atis,train
1967,show me what flights are available from baltimore to dallas with economy fares,flight,atis,train
1968,what is the cheapest fare from dallas to denver on delta,airfare,atis,train
1969,please show me airlines with flights from philadelphia to dallas,airline,atis,train
1970,sfo to denver on monday november eleventh 1991,flight,atis,train
1971,what is the code for business class,abbreviation,atis,train
1972,flights from pittsburgh to baltimore arriving between 4 and 5 pm,flight,atis,train
1973,locate flights from philadelphia to dallas stopping in hartfield,flight,atis,train
1974,what kind of ground transportation is there in philadelphia,ground_service,atis,train
1975,i 'm trying to find a flight from kansas city to burbank on saturday the twenty second,flight,atis,train
1976,flights from long beach to nashville,flight,atis,train
1977,show flights first class on american from dallas fort worth to san francisco international,flight,atis,train
1978,give me the round trip coach fare from dallas to baltimore,airfare,atis,train
1979,i 'd like an early morning weekday flight from san diego to phoenix,flight,atis,train
1980,is there a twa flight from las vegas to new york,flight,atis,train
1981,what nonstop flights are available from oakland to philadelphia arriving between 5 and 6 pm,flight,atis,train
1982,i need information on flight from atlanta to denver,flight,atis,train
1983,what is the earliest departure time from boston to denver,flight_time,atis,train
1984,ground transportation in denver,ground_service,atis,train
1985,show me all flights from san francisco to pittsburgh which arrive in pittsburgh before 9 o'clock am tomorrow,flight,atis,train
1986,are there any 4 o'clock flights from washington to denver,flight,atis,train
1987,what is the last flight from baltimore to boston,flight,atis,train
1988,flights from newark new jersey to minneapolis,flight,atis,train
1989,what flights go from dallas to san francisco before 6 o'clock sunday afternoon,flight,atis,train
1990,i need a first class ticket on united airlines from denver to baltimore scheduled for december seventeenth,airfare,atis,train
1992,i want to fly from boston to baltimore,flight,atis,train
1993,show me all flights from pittsburgh to atlanta which leave after 5 o'clock pm tomorrow,flight,atis,train
1994,list all american airline flights which leave phoenix on wednesday and stop at milwaukee,flight,atis,train
1995,show me flights from boston to washington on monday,flight,atis,train
1996,train to newark,ground_service,atis,train
1997,i would like to find out the ground travel available in atlanta,ground_service,atis,train
1998,i want to fly from boston to san francisco,flight,atis,train
1999,show me the ground transportation schedule in san francisco on thursday evening,ground_service,atis,train
2001,find me a flight leaving boston at 12 o'clock,flight,atis,train
2002,how do i get from boston to pittsburgh,flight,atis,train
2003,is there a flight in the afternoon from philadelphia that arrives in the evening in denver,flight,atis,train
2004,what are the fares between new york and la on monday morning,airfare,atis,train
2005,yes on the delta flight leaving san francisco at 225 pm arriving philadelphia 1158 pm what type of equipment is used on that flight,flight,atis,train
2006,show me a list of flights from boston to dc arriving before 9 am on july twenty second,flight,atis,train
2007,i 'd like to take a flight that begins in boston and lands at dallas fort worth but i 'd like to stop over in philadelphia,flight,atis,train
2008,how many american airline flights leave denver june tenth,quantity,atis,train
2009,show me the flights from boston to san francisco,flight,atis,train
2010,i 'm looking for a flight that goes from san jose to houston on may thirtieth and that leaves after noon,flight,atis,train
2011,show me the flights on delta or twa which go through atlanta,flight,atis,train
2013,i need to fly from atlanta to charlotte north carolina next monday,flight,atis,train
2014,tell me which airlines have flights from pittsburgh to san francisco on monday september second,airline,atis,train
2015,i need a flight from kansas city to chicago next wednesday that reaches chicago around 7 in the evening,flight,atis,train
2016,what first class flights are available on july twenty fifth 1991 from denver to baltimore,flight,atis,train
2017,what ground transport is available in baltimore,ground_service,atis,train
2019,show all flights and fares from pittsburgh to san francisco,flight+airfare,atis,train
2021,what does the meal code s stand for,abbreviation,atis,train
2022,does delta have an early afternoon flight from boston to san francisco,flight,atis,train
2023,what are the flights from boston to san francisco,flight,atis,train
2025,please show me flights from dallas to atlanta on monday,flight,atis,train
2026,list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore,capacity,atis,train
2029,i 'd like to find the least expensive one way fare from boston to philadelphia,airfare,atis,train
2030,airline and flight number from columbus to minneapolis,airline+flight_no,atis,train
2031,airports,airport,atis,train
2032,what airlines from washington dc to columbus,airline,atis,train
2033,round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars,airfare,atis,train
2034,what do these cost,airfare,atis,train
2035,show me the flights on continental from indianapolis to san diego in the afternoon tomorrow,flight,atis,train
2036,give me a list of airlines in pittsburgh,airline,atis,train
2037,flights from miami to cleveland,flight,atis,train
2038,could you tell me if there is ground transportation between the boston airport and boston downtown,ground_service,atis,train
2039,show flights from philadelphia to boston,flight,atis,train
2041,show me all flights to philadelphia in the evening,flight,atis,train
2043,are there any flights after 9 pm from san francisco to washington,flight,atis,train
2044,i need a flight from san diego california to indianapolis indiana leaving in the afternoon on tuesday,flight,atis,train
2045,i 'd like also to book a one way flight from pittsburgh to atlanta the cheapest one on july twentieth,flight,atis,train
2046,what limousine service in los angeles,ground_service,atis,train
2047,well i 'll try last time tell me the kind of aircraft united airlines flies from denver to san francisco before 10 o'clock in the morning,aircraft,atis,train
2048,show me the flights from pittsburgh to san francisco,flight,atis,train
2049,what flights are there from nashville to houston tomorrow evening that serve dinner,flight,atis,train
2050,how many first class flights does united have leaving from all cities today,quantity,atis,train
2051,display all flights from san francisco to boston on august eighth,flight,atis,train
2052,what 's the latest flight from houston to dallas,flight,atis,train
2053,please list the american airlines flights from houston to milwaukee,flight,atis,train
2054,i would like to book an early morning flight from tampa to charlotte on april sixth,flight,atis,train
2055,show me flights from denver to dc on wednesday,flight,atis,train
2056,show me the flights from philadelphia to dallas with one stop,flight,atis,train
2057,morning flight from boston to philadelphia,flight,atis,train
2058,what price is a limousine service in boston,ground_fare,atis,train
2059,please list all flights on united airlines and northwest airlines that go into denver and all flights on northwest airlines and united airlines that fly out of denver,flight,atis,train
2062,what are the flights from pittsburgh to denver and back,flight,atis,train
2063,what 's the cheapest of the dallas to atlanta flights which are after 2 in the afternoon,flight,atis,train
2064,what are the flights from montreal to chicago,flight,atis,train
2065,list the flights and time of arrival for flights arriving in dallas fort worth from boston before noon,flight,atis,train
2066,what is fare code q,abbreviation,atis,train
2067,all right what us air flights leave from indianapolis to san diego after 130 in the afternoon,flight,atis,train
2068,on monday i would like to travel from charlotte north carolina to phoenix arizona i would like to arrive in phoenix before 4 pm,flight,atis,train
2069,give me a flight from new york city to las vegas and a flight from memphis to las vegas that arrive at the same time,flight,atis,train
2070,flights from atlanta please,flight,atis,train
2071,show me all flights on thursday from atlanta to oakland which arrive in oakland before 5 o'clock pm and serve a meal,flight,atis,train
2072,what is the latest flight from milwaukee to seattle tomorrow,flight,atis,train
2073,what flights are there on wednesday evening from denver to sfo,flight,atis,train
2074,what does restriction ap 57,abbreviation,atis,train
2075,i need a return flight from chicago to kansas city leaving chicago around 7 in the evening next thursday,flight,atis,train
2076,i need a flight tomorrow from atlanta to baltimore,flight,atis,train
2077,show me airlines going from pittsburgh going to denver and then continuing to san francisco on monday,airline,atis,train
2078,list all flights on continental which leave seattle and arrive in chicago departing on sunday after 430 pm,flight,atis,train
2079,i would like to find a flight that goes from la guardia airport to san jose i would like the flight to be on united airlines and arrive in san jose around 10 pm,flight,atis,train
2080,flights from denver to philadelphia include fares,flight,atis,train
2081,show me the flights leaving from love field,flight,atis,train
2082,i want to fly from denver to san francisco with at least one stop,flight,atis,train
2083,what is the latest flight i can take from washington to san francisco,flight,atis,train
2084,what are the flights from denver to baltimore on united airlines,flight,atis,train
2085,show me cheap flights from baltimore to dallas,flight,atis,train
2086,chicago to san francisco on continental,flight,atis,train
2087,list the flights arriving in baltimore from boston before 10 am on august third,flight,atis,train
2088,what kind of aircraft does delta use before 8 am on august second from boston to denver,aircraft,atis,train
2089,show all flights from baltimore to dallas on monday evening and the cost of each flight,flight,atis,train
2090,what flights are available from boston to denver,flight,atis,train
2093,hi i 'd like to fly from columbus to phoenix and make a stop in cincinnati along the way,flight,atis,train
2094,before 10 o'clock on tuesday is there a 747 that flies from baltimore to san francisco,flight,atis,train
2095,i 'd like to arrange for two friends to fly into los angeles next saturday evening one of the people is coming from kansas city and the other is coming from las vegas,flight,atis,train
2096,give me the flights from salt lake city to new york city arriving before 6 pm,flight,atis,train
2097,i need a flight from cincinnati to san jose leaving after 6 in the evening,flight,atis,train
2098,what 's the cost of a first class fare from philadelphia to san francisco,airfare,atis,train
2100,find a flight from washington dc to san francisco on tuesday,flight,atis,train
2101,list flights between boston and san francisco that serve breakfast,flight,atis,train
2102,pm flights leaving san francisco arriving boston,flight,atis,train
2103,i would like to see the flights from baltimore to philadelphia,flight,atis,train
2104,what is the latest flight leaving las vegas for ontario,flight,atis,train
2106,i would like to see all flights from baltimore to philadelphia,flight,atis,train
2107,show me the flights from toronto to cincinnati,flight,atis,train
2109,list all afternoon flights leaving baltimore and arriving in atlanta on thursday,flight,atis,train
2110,show me flights from boston to baltimore coach on wednesday about 12 noon,flight,atis,train
2111,list all flights from boston to san francisco on united airlines,flight,atis,train
2112,how many flights arrive at general mitchell international,quantity,atis,train
2113,cheapest fare from memphis to seattle,airfare,atis,train
2115,please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast,flight,atis,train
2116,what kind of airline is flight ua 281 from boston to denver,airline,atis,train
2117,give me all the flights from memphis to charlotte,flight,atis,train
