,text,intent,domain,dataset
3357,i want you to play the next song on this playlist,next_song,home,train
3358,i need you to skip this song and play the next one,next_song,home,train
3359,"i don't want this song, move to the next",next_song,home,train
3360,skip to the next song,next_song,home,train
3361,play next song using this playlist,next_song,home,train
3362,"go to next song, please",next_song,home,train
3363,forget this song and go to the next,next_song,home,train
3364,move on to the next song,next_song,home,train
3365,"using this playlist, play next song",next_song,home,train
3366,jump to the next song on this playlist,next_song,home,train
3367,skip to the next song please,next_song,home,train
3368,please go to the song after this one,next_song,home,train
3369,please jump to the song that follows this one,next_song,home,train
3370,let's play the next song now,next_song,home,train
3371,can you fast forward to the next song,next_song,home,train
3372,continue to next song on the playlist,next_song,home,train
3373,take me to the next song on this playlist,next_song,home,train
3374,find the next song on this playlist,next_song,home,train
3375,proceed to the next song on this playlist,next_song,home,train
3376,listen to next song on playlist,next_song,home,train
3377,i want to listen to another song,next_song,home,train
3378,go to the next tune,next_song,home,train
3379,beginning playing the next tune,next_song,home,train
3380,start playing the next track,next_song,home,train
3381,advance to the next song,next_song,home,train
3382,go forward to the next track,next_song,home,train
3383,give me the next song,next_song,home,train
3384,skip this song and play the next one,next_song,home,train
3385,play the song after this,next_song,home,train
3386,switch to the next song on this playlist please,next_song,home,train
3387,change the song to the next one on this playlist,next_song,home,train
3388,i want to listen to the next song on this playlist instead,next_song,home,train
3389,stop the current song and play the next one on this playlist,next_song,home,train
3390,"could you skip to the next song on this playlist, please",next_song,home,train
3391,"could you play the next song on this playlist, please",next_song,home,train
3392,"can you play the next song on this playlist, please",next_song,home,train
3393,could you play the next song on this playlist,next_song,home,train
3394,could you skip to the next song on this playlist,next_song,home,train
3395,play next on the playlist,next_song,home,train
3396,skip to next song,next_song,home,train
3397,next song play,next_song,home,train
3398,stop this song and go to the next one,next_song,home,train
3399,play the next song on this list,next_song,home,train
3400,before i make my mastercard payment can you tell me what i've recently charged on it,transactions,banking,train
3401,please tell me all of my recent transactions,transactions,banking,train
3402,i want to pay my amazon credit card but i need to know the last few transactions,transactions,banking,train
3403,before i pay my walmart credit card did i make any purchases using it recently,transactions,banking,train
3404,i need to know all the recent transactions i've made,transactions,banking,train
3405,please tell me all the transactions i've made recently,transactions,banking,train
3406,what are the last ten transactions i've made,transactions,banking,train
3407,"before i pay my capital one, what are the most recent transactions i've made",transactions,banking,train
3408,tell me the most recent charges on my chase credit card before i pay the bill,transactions,banking,train
3409,read off to me the last five transactions i've made,transactions,banking,train
3410,what transactions have i made on liquor in the past month,transactions,banking,train
3411,i'd like to see last week's atm transactions,transactions,banking,train
3412,show me the transactions from costco yesterday,transactions,banking,train
3413,i need to know something about my latest transaction,transactions,banking,train
3414,can you check on a transaction for me,transactions,banking,train
3415,i need some information on a recent transaction,transactions,banking,train
3416,i need a recent transaction looked into,transactions,banking,train
3417,can you let me know my latest transactions,transactions,banking,train
3418,what was the last thing i purchased,transactions,banking,train
3419,what did i buy last,transactions,banking,train
3420,how much did my last purchase cost,transactions,banking,train
3421,how expensive was my most recent transaction,transactions,banking,train
3422,when was my most recent transaction,transactions,banking,train
3423,show me the transactions made on my business card for supplies last quarter,transactions,banking,train
3424,may i get all of the food transactions that were made last month,transactions,banking,train
3425,can you show me the transactions that were made last night at the restaurant,transactions,banking,train
3426,what transactions did i make yesterday at the flea market,transactions,banking,train
3427,please show me what transactions i made on the first of this month,transactions,banking,train
3428,please tell me my in-person transactions for the last three days using my debit card,transactions,banking,train
3429,please give me my last ten debit card transactions in the month of december,transactions,banking,train
3430,what were my last five transactions on my visa card,transactions,banking,train
3431,i would like to hear all transactions made on my amex for the last ten days,transactions,banking,train
3432,can you list all of my online transactions for the month of january,transactions,banking,train
3433,show me my transactions on groceries,transactions,banking,train
3434,show me my transactions on tacobell,transactions,banking,train
3435,show me my transactions on make up at sephora,transactions,banking,train
3436,show me my transactions on mcdonalds,transactions,banking,train
3437,show me my transactions on clothes at macys,transactions,banking,train
3438,let me see the list of tranaction on my discovery credit card,transactions,banking,train
3439,let me know the list of transaction on my first hawaiian bank,transactions,banking,train
3440,i want to see the list of transaction on my bank of hawaii,transactions,banking,train
3441,list me my recent transaction,transactions,banking,train
3442,what are my recent transaction,transactions,banking,train
3443,please show me my recent transaction,transactions,banking,train
3444,i want to see my recent transaction,transactions,banking,train
3445,let me check my transaction for first bank card,transactions,banking,train
3446,let me check my transaction on my citi card,transactions,banking,train
3447,show me my recent transactoin,transactions,banking,train
3448,on my card what have been my recent purchases,transactions,banking,train
3449,pull up my recent transactions on my mastercard,transactions,banking,train
3450,on the card can you give me the last transactions,transactions,banking,train
3451,whats my recent transactions on my card,transactions,banking,train
3452,on my card what all are my latest transactions,transactions,banking,train
3453,show my transaction statement,transactions,banking,train
3454,retrieve my recent transactions,transactions,banking,train
3455,view my transactions for the last week,transactions,banking,train
3456,my transaction history,transactions,banking,train
3457,may transactions for last 2 days,transactions,banking,train
3458,what was my last transaction,transactions,banking,train
3459,show me recent transactions,transactions,banking,train
3460,what transactions happened in the last week,transactions,banking,train
3461,show me the last month of transactions,transactions,banking,train
3462,show me the last five transactions,transactions,banking,train
3463,what's the last transaction i made yesterday,transactions,banking,train
3464,show me yesterday's last transaction,transactions,banking,train
3465,open yesterday's last payment,transactions,banking,train
3466,show me last transaction,transactions,banking,train
3467,show me transactions related to travel,transactions,banking,train
3468,help me get access to my recent transaction history,transactions,banking,train
3469,i need to see my shopping transactions,transactions,banking,train
3470,get me access to a list of my recent transactions,transactions,banking,train
3471,i would like to take a look at my transaction history,transactions,banking,train
3472,can you pull up my most recent transactions,transactions,banking,train
3473,i want to see my entertainment transactions,transactions,banking,train
3474,where can i find my recent transaction history,transactions,banking,train
3475,can you show me transactions related to utilities,transactions,banking,train
3476,pull up my grocery transactions,transactions,banking,train
3477,what were my purchases on visa card last month,transactions,banking,train
3478,i spent what dollar amount last month on mastercard,transactions,banking,train
3479,what was the amount that i spent on fidelity visa last month,transactions,banking,train
3480,what did i spend at target on my barclays card last month,transactions,banking,train
3481,what amount did i spend for food on chase visa on current bill,transactions,banking,train
3482,i need to know last months transactions,transactions,banking,train
3483,i need to know the transactions i made on the 10th,transactions,banking,train
3484,i would like to see the transactions i made last week,transactions,banking,train
3485,can i see my transactions on the 7th,transactions,banking,train
3486,can i get my transactions for the date of the 23rd,transactions,banking,train
3487,show me the transaction on burger king,transactions,banking,train
3488,show me the transaction on macys,transactions,banking,train
3489,show me the transaction on mcdonald,transactions,banking,train
3490,show me the transaction on the food,transactions,banking,train
3491,show me the transaction on my car,transactions,banking,train
3492,bring up all purchases from target,transactions,banking,train
3493,show me my transactions within the past week,transactions,banking,train
3494,can i see my transactions from yesterday,transactions,banking,train
3495,show me all gas purchases within the last month,transactions,banking,train
3496,can you list all recent transactions,transactions,banking,train
3497,bring up my most recent purchases,transactions,banking,train
3498,i need to see all visa purchases for march,transactions,banking,train
3499,"looking at january, show all wine purchases",transactions,banking,train
3500,can you suggest a restaurant for me to eat tonight,restaurant_suggestion,kitchen_and_dining,train
3501,tell me where to go since i want to eat out tonight,restaurant_suggestion,kitchen_and_dining,train
3502,"i'm craving for italian food, where should i go",restaurant_suggestion,kitchen_and_dining,train
3503,"suggest a restaurant for me to eat tonight, please",restaurant_suggestion,kitchen_and_dining,train
3504,"i'm not going to cook today, can you suggest a restaurant",restaurant_suggestion,kitchen_and_dining,train
3505,what restaurants are pet friendly near here,restaurant_suggestion,kitchen_and_dining,train
3506,what are the best restaurants,restaurant_suggestion,kitchen_and_dining,train
3507,what decent restaurants around here are italian,restaurant_suggestion,kitchen_and_dining,train
3508,do you know any good restaurants good for kids,restaurant_suggestion,kitchen_and_dining,train
3509,any good pizza restaurants around here,restaurant_suggestion,kitchen_and_dining,train
3510,where should i go to eat tonight,restaurant_suggestion,kitchen_and_dining,train
3511,where should i eat tonight,restaurant_suggestion,kitchen_and_dining,train
3512,"i want to eat out, where should i go",restaurant_suggestion,kitchen_and_dining,train
3513,give me some good restaurants,restaurant_suggestion,kitchen_and_dining,train
3514,"i'm hungry, where should i go",restaurant_suggestion,kitchen_and_dining,train
3515,name a good restaurant near me,restaurant_suggestion,kitchen_and_dining,train
3516,where should i go for dinner,restaurant_suggestion,kitchen_and_dining,train
3517,its date night and we cant decide where to go help,restaurant_suggestion,kitchen_and_dining,train
3518,where do people go to eat in this town,restaurant_suggestion,kitchen_and_dining,train
3519,i am hungry and need a restaurant suggestion,restaurant_suggestion,kitchen_and_dining,train
3520,can you tell me the best place for cajun shrimp in tampa,restaurant_suggestion,kitchen_and_dining,train
3521,what's a good place to eat chinese in san francisco,restaurant_suggestion,kitchen_and_dining,train
3522,what's a highly rated place for steak in omaha,restaurant_suggestion,kitchen_and_dining,train
3523,where can i pick up a good burger near where i am,restaurant_suggestion,kitchen_and_dining,train
3524,what's a good place to go to for food around here,restaurant_suggestion,kitchen_and_dining,train
3525,are there any decent places to get seafood in seattle,restaurant_suggestion,kitchen_and_dining,train
3526,what's the best place for some thai in new york city,restaurant_suggestion,kitchen_and_dining,train
3527,i'm famished so give me some places to eat!,restaurant_suggestion,kitchen_and_dining,train
3528,any ideas on a good place to eat out,restaurant_suggestion,kitchen_and_dining,train
3529,can you recommend any restaurants,restaurant_suggestion,kitchen_and_dining,train
3530,"i'm in the mood for italian, are there any good places around",restaurant_suggestion,kitchen_and_dining,train
3531,please list nearby restaurants with 4 or more star reviews,restaurant_suggestion,kitchen_and_dining,train
3532,where's a good place to get some grub,restaurant_suggestion,kitchen_and_dining,train
3533,where would you eat italian in chicago,restaurant_suggestion,kitchen_and_dining,train
3534,can i get good tacos anywhere in austin,restaurant_suggestion,kitchen_and_dining,train
3535,is there a good fish place in salem,restaurant_suggestion,kitchen_and_dining,train
3536,what are good places for a burrito in albuquerque,restaurant_suggestion,kitchen_and_dining,train
3537,where should i go out for food to,restaurant_suggestion,kitchen_and_dining,train
3538,can you recommend a decent place in chicago to get pizza,restaurant_suggestion,kitchen_and_dining,train
3539,do you know of any good restaurants,restaurant_suggestion,kitchen_and_dining,train
3540,help me find a good sushi spot in chicago,restaurant_suggestion,kitchen_and_dining,train
3541,can you find me a good restaurant to try eating at,restaurant_suggestion,kitchen_and_dining,train
3542,i want you to recommend a good local restaurant to me,restaurant_suggestion,kitchen_and_dining,train
3543,tell me some good mexican restaurants in dallas,restaurant_suggestion,kitchen_and_dining,train
3544,do you know of any good seafood restaurants in seattle,restaurant_suggestion,kitchen_and_dining,train
3545,please find me some good thai restaurants in new york city,restaurant_suggestion,kitchen_and_dining,train
3546,find me a good spot for southern comfort food in los angeles,restaurant_suggestion,kitchen_and_dining,train
3547,are there any good restaurants in nyc that serve barbecue,restaurant_suggestion,kitchen_and_dining,train
3548,"i want to go out to eat but have no idea where to go, do you know of any places",restaurant_suggestion,kitchen_and_dining,train
3549,i want recommendations for good sushi spots in los angeles,restaurant_suggestion,kitchen_and_dining,train
3550,do you know of any good mexican restaurants in seattle,restaurant_suggestion,kitchen_and_dining,train
3551,does boise have any good indian restaurants,restaurant_suggestion,kitchen_and_dining,train
3552,can you suggest some quality chinese restaurants in oklahoma city,restaurant_suggestion,kitchen_and_dining,train
3553,help me pick a nice restaurant to dine at,restaurant_suggestion,kitchen_and_dining,train
3554,what mexican restaurant within 5 miles has the best reviews,restaurant_suggestion,kitchen_and_dining,train
3555,show me 5-star dining establishments in nashville,restaurant_suggestion,kitchen_and_dining,train
3556,are there any good chinese restaurants open right now,restaurant_suggestion,kitchen_and_dining,train
3557,what are the best family restaurants in charlottesville,restaurant_suggestion,kitchen_and_dining,train
3558,"in boston, what are the best pizza places",restaurant_suggestion,kitchen_and_dining,train
3559,are there some good thai restaurants in san antonio,restaurant_suggestion,kitchen_and_dining,train
3560,what are the best italian restaurants in chicago,restaurant_suggestion,kitchen_and_dining,train
3561,where are the good thai restaurants in atlanta,restaurant_suggestion,kitchen_and_dining,train
3562,recommendations for good thai restaurants in las vegas,restaurant_suggestion,kitchen_and_dining,train
3563,where should i go for good thai food in las vegas,restaurant_suggestion,kitchen_and_dining,train
3564,i need suggestions for good thai restaurants in las vegas,restaurant_suggestion,kitchen_and_dining,train
3565,where are some good thai restaurants in las vegas,restaurant_suggestion,kitchen_and_dining,train
3566,tell me which restaurants are good for thai food in las vegas,restaurant_suggestion,kitchen_and_dining,train
3567,can you list off 4 star restaurants,restaurant_suggestion,kitchen_and_dining,train
3568,what type of restaurants are nearby,restaurant_suggestion,kitchen_and_dining,train
3569,i need to know what restaurants are near me,restaurant_suggestion,kitchen_and_dining,train
3570,can you list off different restaurants,restaurant_suggestion,kitchen_and_dining,train
3571,what are some good places to eat at,restaurant_suggestion,kitchen_and_dining,train
3572,could you locate me some good places in kentucky that serve sushi,restaurant_suggestion,kitchen_and_dining,train
3573,does kentucky have any good restaurants that serve sushi,restaurant_suggestion,kitchen_and_dining,train
3574,can you find me some good places in kentucky that serve sushi,restaurant_suggestion,kitchen_and_dining,train
3575,what are some good places in kentucky that serve sushi,restaurant_suggestion,kitchen_and_dining,train
3576,could you direct me to any good places in kentucky that serve sushi,restaurant_suggestion,kitchen_and_dining,train
3577,find me a new place for dinner,restaurant_suggestion,kitchen_and_dining,train
3578,can you find a good steakhouse for tonight,restaurant_suggestion,kitchen_and_dining,train
3579,what's a good restaurant nearby,restaurant_suggestion,kitchen_and_dining,train
3580,any new restaurants near the mall,restaurant_suggestion,kitchen_and_dining,train
3581,what's your recommendation for dining out tonight,restaurant_suggestion,kitchen_and_dining,train
3582,find me an asian restaurant,restaurant_suggestion,kitchen_and_dining,train
3583,is there a barbecue restaurant around here,restaurant_suggestion,kitchen_and_dining,train
3584,find an indian restaurant,restaurant_suggestion,kitchen_and_dining,train
3585,can you recommend an indian restaurant,restaurant_suggestion,kitchen_and_dining,train
3586,can you find a keto friendly restaurant,restaurant_suggestion,kitchen_and_dining,train
3587,is there any good place in hawaii for pasta,restaurant_suggestion,kitchen_and_dining,train
3588,is there any good place in hawaii kai that serve local food,restaurant_suggestion,kitchen_and_dining,train
3589,"i want sushi, is there any good place in ho chi minh",restaurant_suggestion,kitchen_and_dining,train
3590,is there any good place for vietnamese food on the east side of the island,restaurant_suggestion,kitchen_and_dining,train
3591,is there any good place for mexican food in hawaii,restaurant_suggestion,kitchen_and_dining,train
3592,what are some good sushi restaurants in reno,restaurant_suggestion,kitchen_and_dining,train
3593,which restaurants in reno are good for sushi,restaurant_suggestion,kitchen_and_dining,train
3594,what are the best sushi restaurants in reno,restaurant_suggestion,kitchen_and_dining,train
3595,what are good restaurants in reno that serve sushi,restaurant_suggestion,kitchen_and_dining,train
3596,are there any sushi restaurants in reno that have good reviews,restaurant_suggestion,kitchen_and_dining,train
3597,list me some good vietnamese restaurants in new york city,restaurant_suggestion,kitchen_and_dining,train
3598,suggest some restaurants,restaurant_suggestion,kitchen_and_dining,train
3599,give me some restaurant suggestions,restaurant_suggestion,kitchen_and_dining,train
3600,how high are the rewards on my discover card,rewards_balance,credit_cards,train
3601,how many rewards do i now have on my hy-vee card,rewards_balance,credit_cards,train
3602,what's the current reward amount on my mastercard,rewards_balance,credit_cards,train
3603,what's my current reward balance on my amex card,rewards_balance,credit_cards,train
3604,what's my visa's current rewards balance,rewards_balance,credit_cards,train
3605,how many reward points have stacked up for my amex card,rewards_balance,credit_cards,train
3606,how many reward points do i have available to redeem on my visa,rewards_balance,credit_cards,train
3607,what's the current reward amount on my visa,rewards_balance,credit_cards,train
3608,what's the reward point count on my discover card,rewards_balance,credit_cards,train
3609,what is my american express card's rewards balance,rewards_balance,credit_cards,train
3610,what is my chase card's rewards balance,rewards_balance,credit_cards,train
3611,what is my wells fargo card's rewards balance,rewards_balance,credit_cards,train
3612,what is my citigroup card's rewards balance,rewards_balance,credit_cards,train
3613,what is my bank of america card's rewards balance,rewards_balance,credit_cards,train
3614,how can i see my rewards for my visa card,rewards_balance,credit_cards,train
3615,tell me how to check my rewards for my american express card,rewards_balance,credit_cards,train
3616,how can i look at rewards for my amex card,rewards_balance,credit_cards,train
3617,tell me how to check rewards for my mastercard,rewards_balance,credit_cards,train
3618,where are rewards from my visa card visible,rewards_balance,credit_cards,train
3619,what is my current reward point total on my visa card,rewards_balance,credit_cards,train
3620,how would i be able to check my kohls rewards card,rewards_balance,credit_cards,train
3621,i need to know my reward point total looking at my debit card,rewards_balance,credit_cards,train
3622,do i have enough points on my starbucks card yet,rewards_balance,credit_cards,train
3623,help me check my visa rewards card,rewards_balance,credit_cards,train
3624,can i check my gold rewards card online,rewards_balance,credit_cards,train
3625,can you tell me how many points i have on my kohls card,rewards_balance,credit_cards,train
3626,what is the easiest way to check my bank rewards card,rewards_balance,credit_cards,train
3627,is there a better way to check my visa rewards card balance,rewards_balance,credit_cards,train
3628,how many points are on my gold card,rewards_balance,credit_cards,train
3629,what's the amount of points i have earned with my discover card,rewards_balance,credit_cards,train
3630,i wonder how many points i have earned with my bank of america card,rewards_balance,credit_cards,train
3631,have i earned a lot of points on my capital one card,rewards_balance,credit_cards,train
3632,can you tell me how many points i have to date with my capital one miles card,rewards_balance,credit_cards,train
3633,what's the total number of points i earned so far with my chase rewards card,rewards_balance,credit_cards,train
3634,how many points have i already accrued on my chase mastercard,rewards_balance,credit_cards,train
3635,"i would like my total rewards points balance on my bank of america platinum rewards card, please",rewards_balance,credit_cards,train
3636,i need to hear how many points i've obtained on my capital one visa,rewards_balance,credit_cards,train
3637,how many points did i get on my discover card,rewards_balance,credit_cards,train
3638,how many points did my visa earn,rewards_balance,credit_cards,train
3639,what points were earned on my mastercard,rewards_balance,credit_cards,train
3640,how many points have been earned on my amex,rewards_balance,credit_cards,train
3641,how many points did i get on my visa card,rewards_balance,credit_cards,train
3642,what's the balance of my reward points on my discover card,rewards_balance,credit_cards,train
3643,i need to know my rewards balance on my discover card,rewards_balance,credit_cards,train
3644,what's my discover card reward balance,rewards_balance,credit_cards,train
3645,what's my rewards balance on my discover,rewards_balance,credit_cards,train
3646,what is the reward balance on my discover card,rewards_balance,credit_cards,train
3647,how many rewards points do i have for my visa card,rewards_balance,credit_cards,train
3648,how many rewards points do i have for my wells fargo card,rewards_balance,credit_cards,train
3649,how many rewards points do i have for my amazon card,rewards_balance,credit_cards,train
3650,how many rewards points do i have for my chase card,rewards_balance,credit_cards,train
3651,how many rewards points do i have for my mastercard,rewards_balance,credit_cards,train
3652,what is my points total for my mastercard,rewards_balance,credit_cards,train
3653,what's my total point number on my mastercard,rewards_balance,credit_cards,train
3654,how many points do i have on my mastercard,rewards_balance,credit_cards,train
3655,what is the number of points i earned with my mastercard,rewards_balance,credit_cards,train
3656,how many points have i accumulated on my mastercard,rewards_balance,credit_cards,train
3657,how can i see my rewards for my chase card,rewards_balance,credit_cards,train
3658,where can i find my rewards for my chase card,rewards_balance,credit_cards,train
3659,what do i have to do to see my rewards for my chase card,rewards_balance,credit_cards,train
3660,how do i see me rewards for my chase card,rewards_balance,credit_cards,train
3661,where are my rewards for my chase card,rewards_balance,credit_cards,train
3662,what's the point balance on my marriot rewards card,rewards_balance,credit_cards,train
3663,how many points do i have in total on my marriot rewards card,rewards_balance,credit_cards,train
3664,show me the total up to date points on the marriot rewards card,rewards_balance,credit_cards,train
3665,my marriot rewards card has how much for a point total,rewards_balance,credit_cards,train
3666,give my my current points on my marriot rewards card,rewards_balance,credit_cards,train
3667,can you tell me my starbucks rewards balance,rewards_balance,credit_cards,train
3668,can you help me tell what my starbucks rewards balance is,rewards_balance,credit_cards,train
3669,what is the remainder of my starbucks rewards balance,rewards_balance,credit_cards,train
3670,my starbucks rewards balance is,rewards_balance,credit_cards,train
3671,what is the total amount of my starbucks rewards balance,rewards_balance,credit_cards,train
3672,i have how many points on my amex right now,rewards_balance,credit_cards,train
3673,how many points are on my speedway card right now,rewards_balance,credit_cards,train
3674,i have how many tier credits on my caesar's card,rewards_balance,credit_cards,train
3675,how many points do i have on my mlife card,rewards_balance,credit_cards,train
3676,how many delta miles are on my card right now,rewards_balance,credit_cards,train
3677,how many rewards do i have on my chase card,rewards_balance,credit_cards,train
3678,how do i find out my rewards balance on my chase card,rewards_balance,credit_cards,train
3679,can i check my visa reward balance online,rewards_balance,credit_cards,train
3680,when can i receive rewards on my visa card,rewards_balance,credit_cards,train
3681,how do i check how many rewards i have on my master card,rewards_balance,credit_cards,train
3682,how do i check my rewards for my gold card,rewards_balance,credit_cards,train
3683,what rewards does my gold card get,rewards_balance,credit_cards,train
3684,where do i find my gold card rewards,rewards_balance,credit_cards,train
3685,what is the number of remaining rewards points on my chase card,rewards_balance,credit_cards,train
3686,i need to find out the rewards points i have left on my american express card,rewards_balance,credit_cards,train
3687,what is the amount of rewards points on my visa card,rewards_balance,credit_cards,train
3688,do you know how many rewards points are currently on my discover card,rewards_balance,credit_cards,train
3689,does my mastercard have any rewards points remaining,rewards_balance,credit_cards,train
3690,put my points up for master card,rewards_balance,credit_cards,train
3691,figure out my reward points for discovery card,rewards_balance,credit_cards,train
3692,add all of my points for my current discover card,rewards_balance,credit_cards,train
3693,calculate my points for visa,rewards_balance,credit_cards,train
3694,add up my reward points for master card,rewards_balance,credit_cards,train
3695,what the current balance of reward points on my mastercard,rewards_balance,credit_cards,train
3696,what's my reward balance on my amex card,rewards_balance,credit_cards,train
3697,how do i get my rewards balance on my diner's club card,rewards_balance,credit_cards,train
3698,how many reward points does my discover card have,rewards_balance,credit_cards,train
3699,tell me how to check rewards on my american express card,rewards_balance,credit_cards,train
3700,"i want to pay my bill, please",pay_bill,banking,train
3701,pay my water bill with my charles schwab account,pay_bill,banking,train
3702,i'd like to pay my bill,pay_bill,banking,train
3703,pay my internet bill with my discover account,pay_bill,banking,train
3704,can you help me pay a bill,pay_bill,banking,train
3705,i need to pay my bill,pay_bill,banking,train
3706,can i pay a bill,pay_bill,banking,train
3707,use my capital one account to pay for my gas bill,pay_bill,banking,train
3708,pay my electric bill from my amex account,pay_bill,banking,train
3709,i want to pay my house bill,pay_bill,banking,train
3710,i want to pay my car bill,pay_bill,banking,train
3711,i want to pay my insurance bill,pay_bill,banking,train
3712,i want to pay my tax bill,pay_bill,banking,train
3713,i need help paying my auto insurance bill,pay_bill,banking,train
3714,i need help paying my hoa bill,pay_bill,banking,train
3715,i need help paying my tuition bill,pay_bill,banking,train
3716,i need help paying my phone bill,pay_bill,banking,train
3717,"my water bill is due, pay it immediately",pay_bill,banking,train
3718,i need to pay my water bill,pay_bill,banking,train
3719,please go ahead and make my student loan payment,pay_bill,banking,train
3720,go ahead and pay my american express bill now,pay_bill,banking,train
3721,i need to pay my electric bill now,pay_bill,banking,train
3722,can you assist me in paying my electric bill,pay_bill,banking,train
3723,i want to do a payment on my water bill,pay_bill,banking,train
3724,pay my mortgage from my checkings accounts,pay_bill,banking,train
3725,do a car payment from my savings account,pay_bill,banking,train
3726,can you give me a hand paying my water bill,pay_bill,banking,train
3727,i want to pay off my student loan,pay_bill,banking,train
3728,i need a bit of hand holding getting my trash bill paid,pay_bill,banking,train
3729,i need to pay my mortgage,pay_bill,banking,train
3730,are you able to help me pay my mortgage,pay_bill,banking,train
3731,i want to pay my car payment,pay_bill,banking,train
3732,i need to pay this month's tv subscription fee,pay_bill,banking,train
3733,will you aid me in paying my insurance premium,pay_bill,banking,train
3734,pay a bribe using my money market account,pay_bill,banking,train
3735,use my savings account to the pay the rent,pay_bill,banking,train
3736,use my checkings account to pay the electric bill,pay_bill,banking,train
3737,i'd like to pay my coned bill,pay_bill,banking,train
3738,please help with paying my cell phone bill,pay_bill,banking,train
3739,i'd like to make a payment on my credit card bill,pay_bill,banking,train
3740,i would like to pay my cell phone bill,pay_bill,banking,train
3741,please help me pay my cable bill,pay_bill,banking,train
3742,please tell me how to pay my gas bill,pay_bill,banking,train
3743,i need to get help paying my gas bill,pay_bill,banking,train
3744,i need help to pay my electric bill,pay_bill,banking,train
3745,can you help me pay my phone bill,pay_bill,banking,train
3746,will you take my bill payment,pay_bill,banking,train
3747,is it possible to pay my bill,pay_bill,banking,train
3748,how can i pay my bill,pay_bill,banking,train
3749,can i pay my bill,pay_bill,banking,train
3750,use my park bank account to pay my electric bill,pay_bill,banking,train
3751,pay my electric bill from my park bank account,pay_bill,banking,train
3752,pay my gas bill from my saving account,pay_bill,banking,train
3753,pay my cable bill from my facebook account,pay_bill,banking,train
3754,pay my cell bill from my deposit account,pay_bill,banking,train
3755,pay my electric bill from my paypal account,pay_bill,banking,train
3756,pay my water bill from my checking account,pay_bill,banking,train
3757,pay my phoe bill with my debit card,pay_bill,banking,train
3758,schedule a gas bill payment,pay_bill,banking,train
3759,pay the cable bill with my visa card,pay_bill,banking,train
3760,pay the red cross the monthly donation,pay_bill,banking,train
3761,i want to pay my internet bill,pay_bill,banking,train
3762,i want to pay my gas bill,pay_bill,banking,train
3763,i want to pay my electric bill,pay_bill,banking,train
3764,i want to pay my rent bill,pay_bill,banking,train
3765,i want to pay my water bill,pay_bill,banking,train
3766,make a payment on the electric bill,pay_bill,banking,train
3767,help me pay my electric bill,pay_bill,banking,train
3768,pay the electric bill,pay_bill,banking,train
3769,pay electric,pay_bill,banking,train
3770,please pay electric bill,pay_bill,banking,train
3771,i got to pay my cable bill,pay_bill,banking,train
3772,i need help paying my store bill,pay_bill,banking,train
3773,i wanna pay my cable bill from my checking account,pay_bill,banking,train
3774,i need help paying my cable bill,pay_bill,banking,train
3775,pay my cable bill from my checking account,pay_bill,banking,train
3776,i must pay my cable bill from my checking account,pay_bill,banking,train
3777,i gotta pay my cable bill,pay_bill,banking,train
3778,i must pay my cable bill,pay_bill,banking,train
3779,i wish to pay my cable bill,pay_bill,banking,train
3780,i need to pay my cable bill,pay_bill,banking,train
3781,i need help paying my rent bill,pay_bill,banking,train
3782,i need help paying my water bill,pay_bill,banking,train
3783,i really want to pay my cable bill from my checking account,pay_bill,banking,train
3784,i need help paying my electric bill,pay_bill,banking,train
3785,i need to pay my cable bill from my checking account,pay_bill,banking,train
3786,what's the best way to pay my bill,pay_bill,banking,train
3787,i'd really like to pay this bill,pay_bill,banking,train
3788,can you help me pay this bill,pay_bill,banking,train
3789,i am not sure how to pay my phone bill and need assistance,pay_bill,banking,train
3790,i need to make a bill payment,pay_bill,banking,train
3791,please pay my bill,pay_bill,banking,train
3792,can anyone help me pay my car bill,pay_bill,banking,train
3793,i want to pay that bill now,pay_bill,banking,train
3794,is there anyone available to help pay an internet bill,pay_bill,banking,train
3795,i need anyone who can help me pay my electric bill,pay_bill,banking,train
3796,help me pay my cable bill,pay_bill,banking,train
3797,can you pay the bill now,pay_bill,banking,train
3798,i need your help to pay my gas bill,pay_bill,banking,train
3799,pay my insurance bill,pay_bill,banking,train
3800,how much did i spend at restaurants last week,spending_history,banking,train
3801,how much have i spent lately on eating out,spending_history,banking,train
3802,what did i spend at the grocery store yesterday,spending_history,banking,train
3803,how much money did i spend at starbucks in the last week,spending_history,banking,train
3804,what was the total i spent at home depot last month,spending_history,banking,train
3805,where did all my money go this month,spending_history,banking,train
3806,what have my expenditures been at macys,spending_history,banking,train
3807,how much did i spend this week,spending_history,banking,train
3808,how much did i spend on christmas gifts in december,spending_history,banking,train
3809,how much money did i spend yesterday,spending_history,banking,train
3810,what did i spend at bath and body works last month,spending_history,banking,train
3811,how much did i spend on lunches last week,spending_history,banking,train
3812,what amount did i spend last week,spending_history,banking,train
3813,what did i spend my money on last week,spending_history,banking,train
3814,how much did i spend on movies last week,spending_history,banking,train
3815,have i been spending a lot on groceries lately,spending_history,banking,train
3816,have i been spending a lot on shoes lately,spending_history,banking,train
3817,have i been spending a lot on food lately,spending_history,banking,train
3818,have i been spending a lot on alcohol lately,spending_history,banking,train
3819,have i been spending a lot on take out lately,spending_history,banking,train
3820,how much have i spent on shoes lately,spending_history,banking,train
