,text,intent,domain,dataset
2935,do you know any joke,general_joke,general,train
2936,what is the highest rated joke today,general_joke,general,train
2937,joke me,general_joke,general,train
2938,any funny jokes,general_joke,general,train
2939,tell me a clean joke,general_joke,general,train
2940,search for new jokes,general_joke,general,train
2941,what's a good joke,general_joke,general,train
2942,tell me a joke about chickens,general_joke,general,train
2943,say a funny,general_joke,general,train
2944,do you have a funny joke for me,general_joke,general,train
2945,a joke please,general_joke,general,train
2946,can you find an animal joke for me,general_joke,general,train
2947,make me laugh,general_joke,general,train
2948,could you tell me funny things,general_joke,general,train
2949,say something funny,general_joke,general,train
2950,tell me a joke about dogs,general_joke,general,train
2951,tell me the funniest joke that was ever told,general_joke,general,train
2952,are you aware this joke,general_joke,general,train
2953,find funny jokes,general_joke,general,train
2954,let me laugh hearing some good joke,general_joke,general,train
2955,funny joke,general_joke,general,train
2956,tell me a good doctor joke,general_joke,general,train
2957,what is your best joke,general_joke,general,train
2958,funny story,general_joke,general,train
2959,tell me some funny joke to laugh,general_joke,general,train
2960,let me hear a joke,general_joke,general,train
2961,search for a good nerd joke,general_joke,general,train
2962,i want to listen to a joke,general_joke,general,train
2963,say a good joke for me right now,general_joke,general,train
2964,send a giggle my way,general_joke,general,train
2965,hey do you know any jokes,general_joke,general,train
2966,tell funny things,general_joke,general,train
2967,i need to hear a joke can you tell me one,general_joke,general,train
2968,i wanna laugh can you make it happen,general_joke,general,train
2969,what is a funny joke,general_joke,general,train
2970,i want to hear a funny joke,general_joke,general,train
2971,tell me a joke about lawyers,general_joke,general,train
2972,tell me a joke please,general_joke,general,train
2973,tell me some joke,general_joke,general,train
2974,show me a funny joke,general_joke,general,train
2975,jokes,general_joke,general,train
2976,tell me a funny joke,general_joke,general,train
2977,find the joke about the orange and the banana,general_joke,general,train
2978,be funny for me,general_joke,general,train
2979,i want to hear a good joke,general_joke,general,train
2980,please tell me a joke that i'll think is funny,general_joke,general,train
2981,hey olly have you heard any funny jokes lately,general_joke,general,train
2982,can you tell me a joke,general_joke,general,train
2983,have you heard any good jokes lately,general_joke,general,train
2984,i need a naughty joke not to naughty though,general_joke,general,train
2985,what is a funny joke about car,general_joke,general,train
2986,what's the famous monty python joke about the bird,general_joke,general,train
2987,what's the funniest joke,general_joke,general,train
2988,whats a silly joke you know,general_joke,general,train
2989,tell me jokes,general_joke,general,train
2990,tell a joke,general_joke,general,train
2991,crack a joke,general_joke,general,train
2992,what's the latest joke,general_joke,general,train
2993,a priest walks into a bar,general_joke,general,train
2994,whats a good joke,general_joke,general,train
2995,tell me something funny,general_joke,general,train
2996,tell a joke that puts smile on my face,general_joke,general,train
2997,can i hear the joke about the old woman again,general_joke,general,train
2998,i think you messed up with my command.,general_negate,general,train
2999,this was not what i am searching for.,general_negate,general,train
3000,"uhh no, that's not what i am searching for.",general_negate,general,train
3001,you told me the incorrect date please correct this.,general_negate,general,train
3002,"nope, i did not say it.",general_negate,general,train
3003,"shit, i didn't ask for this.",general_negate,general,train
3004,sorry but it was not the correct response.,general_negate,general,train
3005,incorrect command.,general_negate,general,train
3006,thanks but this is not the right response.,general_negate,general,train
3007,goddammit.,general_negate,general,train
3008,i am sorry but that's not the correct response.,general_negate,general,train
3009,"dammit, it isn't what i asked.",general_negate,general,train
3010,are you sure that is correct.,general_negate,general,train
3011,"stop, this is not right answer.",general_negate,general,train
3012,"oh no, you gave me not right information.",general_negate,general,train
3013,thanks but i think you did not get the answer correctly.,general_negate,general,train
3014,sorry but that is not the right answer.,general_negate,general,train
3015,"uhh no, i did not say this.",general_negate,general,train
3016,"dammit, that's not what i meant.",general_negate,general,train
3017,thanks but i think that was not the correct command.,general_negate,general,train
3018,that was incorrect let's try again.,general_negate,general,train
3019,"no, i think that's not the right response.",general_negate,general,train
3020,you didn't say my name right.,general_negate,general,train
3021,it seems like olly's command was not right.,general_negate,general,train
3022,i think you've done this all in wrong manner.,general_negate,general,train
3023,dont do that again.,general_negate,general,train
3024,i did not say it.,general_negate,general,train
3025,"uh no, you've done in wrong manner.",general_negate,general,train
3026,it's not the correct command.,general_negate,general,train
3027,"oops, i think this was not the right response.",general_negate,general,train
3028,thanks but i think this was not the correct command.,general_negate,general,train
3029,"uhh no, you didn't interpret the request right.",general_negate,general,train
3030,that isn't what i meant.,general_negate,general,train
3031,i think this was not correct.,general_negate,general,train
3032,"wait, this is not the right command.",general_negate,general,train
3033,thanks but you didn't get me.,general_negate,general,train
3034,"shit, you've done a task wrong.",general_negate,general,train
3035,thanks but i think you have messed up my request.,general_negate,general,train
3036,"nope, incorrect command.",general_negate,general,train
3037,thanks but you have got it incorrect.,general_negate,general,train
3038,i think you did not get this right.,general_negate,general,train
3039,sorry but that was not the correct response.,general_negate,general,train
3040,i am sorry but that is not the right answer.,general_negate,general,train
3041,thanks but i think you do not understand this right.,general_negate,general,train
3042,i think that's not correct answer.,general_negate,general,train
3043,please make sure your command was correct because it doesn't sound right.,general_negate,general,train
3044,please check the command.,general_negate,general,train
3045,i am sorry but i think you have messed up with my request.,general_negate,general,train
3046,sorry but i think you are not right.,general_negate,general,train
3047,sorry but it is not correct.,general_negate,general,train
3048,i am sorry but i think that's not correct.,general_negate,general,train
3049,"dammit, it isn't what i am looking for.",general_negate,general,train
3050,"shit, not correct.",general_negate,general,train
3051,this is not the correct answer.,general_negate,general,train
3052,i asked for something else.,general_negate,general,train
3053,"i think you made mistake, please change this.",general_negate,general,train
3054,listen carefully that is not correct.,general_negate,general,train
3055,"oops, that's not the right response.",general_negate,general,train
3056,"uh no, i think incorrect command.",general_negate,general,train
3057,i did not ask for that.,general_negate,general,train
3058,i am sorry but i think it's not the right command.,general_negate,general,train
3059,wrong i will repeat the command now.,general_negate,general,train
3060,thats not it please do it again.,general_negate,general,train
3061,i do not think that was correct.,general_negate,general,train
3062,thanks but it is not correct command.,general_negate,general,train
3063,that was not what i meant.,general_negate,general,train
3064,"i think you made some mistake, please check it.",general_negate,general,train
3065,"oops, i think you do not understand me.",general_negate,general,train
3066,that wasn't it.,general_negate,general,train
3067,you didn't get it correctly.,general_negate,general,train
3068,"uhh no, i think you've done this incorrectly.",general_negate,general,train
3069,"dammit, that's not what i said.",general_negate,general,train
3070,it must be mistake.,general_negate,general,train
3071,this is not what i requested.,general_negate,general,train
3072,i think you did the task incorrectly.,general_negate,general,train
3073,thanks but i think it's wrong response.,general_negate,general,train
3074,"wait, you've understood me not right.",general_negate,general,train
3075,i think incorrect.,general_negate,general,train
3076,"nope, i think you did this all in wrong manner.",general_negate,general,train
3077,"oops, you're wrong.",general_negate,general,train
3078,sorry but it is incorrect.,general_negate,general,train
3079,please modify the wrong command.,general_negate,general,train
3080,you've got me incorrectly.,general_negate,general,train
3081,olly's command is incorrect.,general_negate,general,train
3082,"uhh no, i think not right response.",general_negate,general,train
3083,the command was wrong.,general_negate,general,train
3084,i am sorry but i think it is not the right command.,general_negate,general,train
3085,"nope, you are incorrect.",general_negate,general,train
3086,that must be some mistakes.,general_negate,general,train
3087,you are leading me into wrong.,general_negate,general,train
3088,"stop, you didn't instruction the request right.",general_negate,general,train
3089,"no, you gave me not correct information.",general_negate,general,train
3090,"hmm, it is not what i wanted.",general_negate,general,train
3091,"hmm, not correct response.",general_negate,general,train
3092,i am sorry but this was not the right command.,general_negate,general,train
3093,i am sorry but it's not the right answer.,general_negate,general,train
3094,sorry but that's not the correct response.,general_negate,general,train
3095,please rectify the command.,general_negate,general,train
3096,you had me incorrectly.,general_negate,general,train
3097,"oh no, this was not what i was searching for.",general_negate,general,train
3098,"hmm, you've done this all in wrong manner.",general_negate,general,train
3099,i think you are wrong.,general_negate,general,train
3100,"shit, it isn't what i was searching for.",general_negate,general,train
3101,the command is not correct.,general_negate,general,train
3102,this was not correct command.,general_negate,general,train
3103,sorry but it's not the right answer.,general_negate,general,train
3104,"oh no, you did task all wrong.",general_negate,general,train
3105,i am sorry but it's not correct response.,general_negate,general,train
3106,i think that's not the right command.,general_negate,general,train
3107,that's wrong.,general_negate,general,train
3108,seems like the response was not correct.,general_negate,general,train
3109,you don't understand it right.,general_negate,general,train
3110,"uhh no, you gave me not correct information.",general_negate,general,train
3111,that's not what i just said.,general_negate,general,train
3112,"nope, you did a task in wrong manner.",general_negate,general,train
3113,"no, you don't get what i just requested.",general_negate,general,train
3114,"uh no, i think not correct response.",general_negate,general,train
3115,thanks but it's not the correct command.,general_negate,general,train
3116,that's not the correct answer.,general_negate,general,train
3117,thanks but i think you made some mistakes.,general_negate,general,train
3118,"uh no, it isn't what i am looking for.",general_negate,general,train
3119,"stop, i think that's not the correct command.",general_negate,general,train
3120,"oh no, i didn't say it.",general_negate,general,train
3121,your answer was not what i was looking for.,general_negate,general,train
3122,"oh no, you did not get what i was searching for.",general_negate,general,train
3123,"wait, i think that's not the correct command.",general_negate,general,train
3124,thanks but i think you have gotten me not correct.,general_negate,general,train
3125,olly i said call jack not jake.,general_negate,general,train
3126,"oh no, i think you have done a task wrong.",general_negate,general,train
3127,i think it's not the correct answer.,general_negate,general,train
3128,i am sorry but you got that incorrectly.,general_negate,general,train
3129,you have done task all wrong.,general_negate,general,train
3130,"uhh no, that isn't what i was looking for.",general_negate,general,train
3131,"hmm, i think incorrect answer.",general_negate,general,train
3132,i think you didn't understand me.,general_negate,general,train
3133,"uh no, you gave me incorrect information.",general_negate,general,train
3134,i think you've done task all wrong.,general_negate,general,train
3135,i am sorry but i think you are not right.,general_negate,general,train
3136,"uhh no, you have done task all in wrong manner.",general_negate,general,train
3137,"dammit, not right response.",general_negate,general,train
3138,thanks but you are incorrect.,general_negate,general,train
3139,i am sorry but i think you're incorrect.,general_negate,general,train
3140,"no, you gave me incorrect information.",general_negate,general,train
3141,it was not the correct response.,general_negate,general,train
3142,"nope, it's not the correct command.",general_negate,general,train
3143,i think you have done the task all wrong.,general_negate,general,train
3144,sorry but i think you got it wrongly.,general_negate,general,train
3145,"oops, you did not get me.",general_negate,general,train
3146,sorry but you have messed up the command.,general_negate,general,train
3147,"hmm, i think not correct.",general_negate,general,train
3148,"hmm, i did not ask for this response.",general_negate,general,train
3149,you gave me not correct information.,general_negate,general,train
3150,i think this is not correct command.,general_negate,general,train
3151,you have done the task wrong.,general_negate,general,train
3152,"uh no, i think you have done task in wrong manner.",general_negate,general,train
3153,"no, it is not what i wanted.",general_negate,general,train
3154,"that's helpful,.",general_praise,general,train
3155,"that's perfect, musch appreciated.",general_praise,general,train
3156,thank you so much.,general_praise,general,train
3157,"fantastic job, you did well, olly.",general_praise,general,train
3158,"perfect work, you've done well, olly.",general_praise,general,train
3159,"appreciate your helping, olly.",general_praise,general,train
3160,"it is great one, thank you.",general_praise,general,train
3161,"you did awesome job,.",general_praise,general,train
3162,"that's wonderful work, thank you.",general_praise,general,train
3163,you've done it right thank you so much.,general_praise,general,train
3164,"you helped a lot, i appreciate it, olly.",general_praise,general,train
3165,"it's useful,, olly.",general_praise,general,train
3166,"thanks, it's perfect, olly.",general_praise,general,train
3167,"that's cool, thank you very much, olly.",general_praise,general,train
3168,"you are awesome, thanks.",general_praise,general,train
3169,i appreciate your helping.,general_praise,general,train
3170,"you are so helpful, musch appreciated, olly.",general_praise,general,train
3171,you've done it correctly thank you.,general_praise,general,train
3172,"you are my hero, thank you so much, olly.",general_praise,general,train
3173,"that was helpful,.",general_praise,general,train
3174,thank you so much for the information.,general_praise,general,train
3175,thanks for doing that.,general_praise,general,train
3176,"it was cool, thank you very much.",general_praise,general,train
3177,"it's helpful, thank you very much.",general_praise,general,train
3178,"awesome work, you've done well.",general_praise,general,train
3179,thank you so much for your helping.,general_praise,general,train
3180,"that is nice work, thanks.",general_praise,general,train
3181,"well done,.",general_praise,general,train
3182,"amazing job, you have done well.",general_praise,general,train
3183,"that's good one, thank you very much.",general_praise,general,train
3184,"ah it was great one, olly.",general_praise,general,train
3185,"thank you for doing it, olly.",general_praise,general,train
3186,"it was nice one, thanks.",general_praise,general,train
3187,thanks for your answers.,general_praise,general,train
3188,"thank you very much, olly.",general_praise,general,train
3189,thanks for reminding me.,general_praise,general,train
3190,thanks for asssistance.,general_praise,general,train
3191,ah it's great work.,general_praise,general,train
3192,thank you very much for listening.,general_praise,general,train
3193,"you are awesome, i appreciate it.",general_praise,general,train
3194,you've done that correctly thanks.,general_praise,general,train
3195,"thank you so much for the help, olly.",general_praise,general,train
3196,"it was good job, i appreciate it, olly.",general_praise,general,train
3197,"appreciated, olly.",general_praise,general,train
3198,"thanks for the response, olly.",general_praise,general,train
3199,"that is helpful, thanks.",general_praise,general,train
3200,oh it's nice one.,general_praise,general,train
3201,"you have done it right musch appreciated, olly.",general_praise,general,train
3202,"it's perfect job, musch appreciated, olly.",general_praise,general,train
3203,"you are star, thank you.",general_praise,general,train
3204,"that's good one, olly.",general_praise,general,train
3205,you are smart.,general_praise,general,train
3206,"it was good one, thank you very much.",general_praise,general,train
3207,"that's useful, thank you so much, olly.",general_praise,general,train
3208,"you are the best,.",general_praise,general,train
3209,"oh it is nice one, olly.",general_praise,general,train
3210,"that is cool, musch appreciated.",general_praise,general,train
3211,ah that is great one.,general_praise,general,train
3212,"it's useful, thank you so much.",general_praise,general,train
3213,"that's useful, thank you.",general_praise,general,train
3214,"that's cool,.",general_praise,general,train
3215,"you are my hero, appreciated.",general_praise,general,train
3216,"you have done it right thanks, olly.",general_praise,general,train
3217,"it's cool, thanks.",general_praise,general,train
3218,you've done that right thank you very much.,general_praise,general,train
3219,"that's amazing work, i appreciate it.",general_praise,general,train
3220,i appreciate answers.,general_praise,general,train
3221,"that's helpful, thank you very much.",general_praise,general,train
3222,"that's amazing job, musch appreciated.",general_praise,general,train
3223,"i appreciate it, that's great job.",general_praise,general,train
3224,"you did great job, musch appreciated.",general_praise,general,train
3225,"it's fantastic, thanks.",general_praise,general,train
3226,"you are so helpful, thank you so much, olly.",general_praise,general,train
3227,"you are the best, thank you so much, olly.",general_praise,general,train
3228,"it's excellent, appreciated.",general_praise,general,train
3229,"great job, you have done well.",general_praise,general,train
3230,"that's useful, thank you very much.",general_praise,general,train
3231,"you have done it correctly musch appreciated, olly.",general_praise,general,train
3232,"that's nice job, thank you so much.",general_praise,general,train
3233,"you are awesome,.",general_praise,general,train
3234,"you are so helpful, thank you so much.",general_praise,general,train
3235,"excellent job, you have done well.",general_praise,general,train
3236,"that's nice one, thanks.",general_praise,general,train
3237,"you are helpful, musch appreciated.",general_praise,general,train
3238,"that's helpful, i appreciate it.",general_praise,general,train
3239,"oh that's good, olly.",general_praise,general,train
3240,"that's cool,, olly.",general_praise,general,train
3241,ah that's awesome work.,general_praise,general,train
3242,"it's fantastic, musch appreciated.",general_praise,general,train
3243,"you helped a lot, musch appreciated, olly.",general_praise,general,train
3244,"well done, musch appreciated.",general_praise,general,train
3245,"you are smart, olly.",general_praise,general,train
3246,"you've done that right, olly.",general_praise,general,train
3247,"it's useful, thank you.",general_praise,general,train
3248,"it was cool, i appreciate it.",general_praise,general,train
3249,"musch appreciated, that's good.",general_praise,general,train
3250,"appreciated, that's nice.",general_praise,general,train
3251,"you did awesome work,.",general_praise,general,train
3252,you've done it right thanks.,general_praise,general,train
3253,"thanks for the helping, olly.",general_praise,general,train
3254,"it's helpful, musch appreciated, olly.",general_praise,general,train
3255,"perfect job, you have done well.",general_praise,general,train
3256,"it was nice job, thank you so much.",general_praise,general,train
3257,"you rock, i appreciate it.",general_praise,general,train
3258,"you are star, musch appreciated, olly.",general_praise,general,train
3259,"good work, you have done well, olly.",general_praise,general,train
3260,"that was cool,, olly.",general_praise,general,train
3261,"you did nice job, thank you.",general_praise,general,train
3262,"thank you so much, olly.",general_praise,general,train
3263,"you are my hero, thank you, olly.",general_praise,general,train
3264,"you are hero, thank you very much.",general_praise,general,train
3265,"it's great one, i appreciate it.",general_praise,general,train
3266,"you did awesome work, thank you so much.",general_praise,general,train
3267,"you helped a lot,, olly.",general_praise,general,train
3268,"that's useful, appreciated, olly.",general_praise,general,train
3269,you've done that right.,general_praise,general,train
3270,"i appreciate it, it is great one, olly.",general_praise,general,train
3271,you've done it right appreciated.,general_praise,general,train
3272,"you are hero,, olly.",general_praise,general,train
3273,"it is useful, thank you so much.",general_praise,general,train
3274,"it is useful, thank you.",general_praise,general,train
3275,"it was nice one, thank you very much.",general_praise,general,train
3276,"it's amazing job, thank you very much, olly.",general_praise,general,train
3277,"that was good one, thank you so much.",general_praise,general,train
3278,"you are helpful, thanks.",general_praise,general,train
3279,oh it's great job.,general_praise,general,train
3280,that's good one.,general_praise,general,train
3281,ah it is excellent.,general_praise,general,train
3282,"nice job, you have done well, olly.",general_praise,general,train
3283,"well done, thank you so much.",general_praise,general,train
3284,"it's good job, i appreciate it.",general_praise,general,train
3285,"thanks, that's fantastic job, olly.",general_praise,general,train
3286,you've done that correctly thank you very much.,general_praise,general,train
3287,"that's amazing, thanks, olly.",general_praise,general,train
3288,thank you very much for your answers.,general_praise,general,train
3289,"you did good job, thanks.",general_praise,general,train
3290,"you rock,.",general_praise,general,train
3291,"that's useful, musch appreciated, olly.",general_praise,general,train
3292,"it was amazing, olly.",general_praise,general,train
3293,"you've done it correctly thanks, olly.",general_praise,general,train
3294,thank you very much for that information.,general_praise,general,train
3295,"you are hero, appreciated.",general_praise,general,train
3296,ah it's amazing.,general_praise,general,train
3297,"that's great one, thanks.",general_praise,general,train
3298,"i appreciate it, that's amazing.",general_praise,general,train
3299,"thank you for your response, olly.",general_praise,general,train
3300,that was nice one.,general_praise,general,train
3301,"fantastic work, you've done well.",general_praise,general,train
3302,"that's good one, thank you very much, olly.",general_praise,general,train
3303,"you are my star, thank you so much.",general_praise,general,train
3304,"it's wonderful job, thank you very much.",general_praise,general,train
3305,"that was useful,.",general_praise,general,train
3306,you have done that right appreciated.,general_praise,general,train
3307,"wonderful job, you have done well.",general_praise,general,train
3308,"excellent work, you've done well.",general_praise,general,train
3309,"appreciated, that is great job.",general_praise,general,train
3310,you are so smart.,general_praise,general,train
3311,i had a relaxing day today,general_quirky,general,train
3312,i want a not only to direct me to an internet site but actually answer any given question,general_quirky,general,train
3313,can you feel,general_quirky,general,train
3314,have a anyinput day,general_quirky,general,train
3315,what is the best chocolate chip cookie recipe,general_quirky,general,train
3316,is it true the hanging tree really had someone hung from it,general_quirky,general,train
3317,i am happy,general_quirky,general,train
3318,nightime,general_quirky,general,train
3319,nice to meet you,general_quirky,general,train
3320,what is the best method to decide what the best thing to do isre,general_quirky,general,train
3321,how can i make your day a little better,general_quirky,general,train
3322,can you explain string theory to me,general_quirky,general,train
3323,what do you think i should have for breakfast,general_quirky,general,train
3324,i really enjoyed sunny day today,general_quirky,general,train
3325,when i want it to take down notes,general_quirky,general,train
3326,what rihanna is doing,general_quirky,general,train
3327,famous person biographies,general_quirky,general,train
3328,i hate how long the traffic jams get,general_quirky,general,train
3329,how do i duct tape a gooseto apig,general_quirky,general,train
3330,what about tonight dinner with me,general_quirky,general,train
3331,lets begin buddy,general_quirky,general,train
3332,celebrities,general_quirky,general,train
3333,why do some people still think the earth is flat,general_quirky,general,train
3334,let me know when charges hit my credit card,general_quirky,general,train
3335,i want it to be able to tell me statistics about things it's done for me like how often i've eaten out this month,general_quirky,general,train
3336,how do you make steel,general_quirky,general,train
3337,what do you think was the best decade,general_quirky,general,train
3338,plants,general_quirky,general,train
3339,dubai marriage,general_quirky,general,train
3340,what do you do with my personal data,general_quirky,general,train
3341,tell me about this person,general_quirky,general,train
3342,i want to buy over ear headphones with minimum frequency response of fifteen hz and maximum frequency response twenty two thousand hz,general_quirky,general,train
3343,find me a good wine shop that stock old wines like older than ten years navigate me to that shop,general_quirky,general,train
3344,how much do you know about me,general_quirky,general,train
3345,if it is a consumer good then what is the customer feedback,general_quirky,general,train
3346,how has your life been changed by me,general_quirky,general,train
3347,jlo fan updates,general_quirky,general,train
3348,how about you,general_quirky,general,train
3349,uefa european championship,general_quirky,general,train
3350,good restaurants,general_quirky,general,train
3351,what happened to charlie chaplin,general_quirky,general,train
3352,what can you do,general_quirky,general,train
3353,what would be the a perfectly nutritionally balanced meal for dinner,general_quirky,general,train
3354,moderate,general_quirky,general,train
3355,how much can i bleed before i die,general_quirky,general,train
3356,tell me everything about umf,general_quirky,general,train
3357,it has a meaning of rhythm,general_quirky,general,train
3358,it was a very hectic workday,general_quirky,general,train
3359,can you make dinner for me,general_quirky,general,train
3360,how often do you complete updates,general_quirky,general,train
3361,i would like to solve maths issues,general_quirky,general,train
3362,did you change the wallpaper,general_quirky,general,train
3363,hey i am having a bad day today what can i watch to cheer me up,general_quirky,general,train
3364,how would you tackle the following problem brush your teeth,general_quirky,general,train
3365,an graphical images effects to be required,general_quirky,general,train
3366,the weather is sunny today,general_quirky,general,train
3367,if you put a velociraptor and a hippo together what would happen,general_quirky,general,train
3368,Is country better today or ten years ago,general_quirky,general,train
3369,i want to know more about this person,general_quirky,general,train
3370,today i couldn't find my phone,general_quirky,general,train
3371,ask me an arithmetic question,general_quirky,general,train
3372,show me what i can do with fitness,general_quirky,general,train
3373,please explain space,general_quirky,general,train
3374,who won the sports game last night,general_quirky,general,train
3375,i would like to crack jokes,general_quirky,general,train
3376,how do i buy tickets for that,general_quirky,general,train
3377,i am exhausted from work,general_quirky,general,train
3378,can you be my best friend,general_quirky,general,train
3379,about reality in world,general_quirky,general,train
3380,veganism,general_quirky,general,train
3381,how many calories did i burn with my fifty minutes of yoga,general_quirky,general,train
3382,show me the places where i was,general_quirky,general,train
3383,give me the most recent stuff you have angelina jolie,general_quirky,general,train
3384,what is your prescription for long and healthy life,general_quirky,general,train
3385,what are the details on umf,general_quirky,general,train
3386,explain quantum physics to me in language i understand,general_quirky,general,train
3387,journal entry for today,general_quirky,general,train
3388,can you tell me a little about yourself,general_quirky,general,train
3389,amazon deals,general_quirky,general,train
3390,check the status of my power usage,general_quirky,general,train
3391,see you,general_quirky,general,train
3392,has it been a busy day,general_quirky,general,train
3393,what's next,general_quirky,general,train
3394,recent advice concerning google seo,general_quirky,general,train
3395,please tell me who is going to win the nba championship,general_quirky,general,train
3396,find recent events of the celebrity,general_quirky,general,train
3397,horoscope,general_quirky,general,train
3398,today i had a record breaking sale,general_quirky,general,train
3399,i bought pre season baseball tickets,general_quirky,general,train
3400,tell me more about that concert,general_quirky,general,train
3401,did ashwin joined party yesterday,general_quirky,general,train
3402,i would like my to write original romantic messages for my wife,general_quirky,general,train
3403,the meaning of life,general_quirky,general,train
3404,how does production and population affects us,general_quirky,general,train
3405,what's your favorite color,general_quirky,general,train
3406,drive the car and bring my friends over,general_quirky,general,train
3407,your birth date,general_quirky,general,train
3408,can you tell me how to measure my shoe size,general_quirky,general,train
3409,please check this info on geographics for me,general_quirky,general,train
3410,my day was so busy,general_quirky,general,train
3411,life,general_quirky,general,train
3412,could you manipulate roip for me,general_quirky,general,train
3413,tell me your answer,general_quirky,general,train
3414,are you human,general_quirky,general,train
3415,bingo,general_quirky,general,train
3416,do homework for me please,general_quirky,general,train
3417,hey today i was fired from my job,general_quirky,general,train
3418,what is the story of the movie titanic,general_quirky,general,train
3419,do you know of any good free knitting patterns,general_quirky,general,train
3420,how can you get basalt,general_quirky,general,train
3421,what's on your mind today,general_quirky,general,train
3422,can you lie,general_quirky,general,train
3423,give me some health tips,general_quirky,general,train
3424,do you think today will be nice out,general_quirky,general,train
3425,is there a groomer in town for cats only,general_quirky,general,train
3426,compare prices of dairy items in local shops,general_quirky,general,train
3427,downloads management,general_quirky,general,train
3428,let's make some popcorn and watch an old movie together,general_quirky,general,train
3429,what is your age,general_quirky,general,train
3430,find me the cheapest copy of the four hour body,general_quirky,general,train
3431,please tell me how to do my daughters eighth grade math,general_quirky,general,train
3432,suggestions for future,general_quirky,general,train
3433,i would like it if my robot could engage in deep conversation with me,general_quirky,general,train
3434,i want to know more about the upcoming commonwealth games,general_quirky,general,train
3435,how do you like being my assistant,general_quirky,general,train
3436,i just want to know some information about you,general_quirky,general,train
3437,what are the scores from last night's hockey games,general_quirky,general,train
3438,i saw a bulldog today,general_quirky,general,train
3439,why people like movies,general_quirky,general,train
3440,i watched the best movie please reserve me a copy when it releases,general_quirky,general,train
3441,movies making money,general_quirky,general,train
3442,why do starving people keep having kids,general_quirky,general,train
3443,i don't understand this question but what's it like in there,general_quirky,general,train
3444,too private,general_quirky,general,train
3445,latest technologies gadgets,general_quirky,general,train
3446,what am i doing today,general_quirky,general,train
3447,what is your name,general_quirky,general,train
3448,what is your mood today,general_quirky,general,train
3449,what does jon bon jovi's wife look like,general_quirky,general,train
3450,i would like it to be able to compute answer from search results like wolfram alpha does,general_quirky,general,train
3451,what things can't you do,general_quirky,general,train
3452,kill all the frogs you see,general_quirky,general,train
3453,does mr t have a family,general_quirky,general,train
3454,i have a deadline on tuesday,general_quirky,general,train
3455,show me a map of everywhere the cat has been this week,general_quirky,general,train
3456,opinion about latest gadgets,general_quirky,general,train
3457,dolores how was your day,general_quirky,general,train
3458,today some things happened,general_quirky,general,train
3459,when will you do my laundry,general_quirky,general,train
3460,what are you doing,general_quirky,general,train
3461,plan me a holiday trip,general_quirky,general,train
3462,why does tom izzo look like a whiny bitch when his team plays,general_quirky,general,train
3463,what is my location,general_quirky,general,train
3464,friend updates,general_quirky,general,train
3465,i had a long hard day,general_quirky,general,train
3466,can you watch a movie on netflix with me,general_quirky,general,train
3467,hey i met one of my old classmates today,general_quirky,general,train
3468,i would like it if my robot could make money for me,general_quirky,general,train
3469,let us start over.,general_repeat,general,train
3470,please would you replay your last phrase said.,general_repeat,general,train
3471,say the last one said again please.,general_repeat,general,train
3472,reset.,general_repeat,general,train
3473,can you tell me what said once more.,general_repeat,general,train
3474,please start over.,general_repeat,general,train
3475,please would you repeat that.,general_repeat,general,train
3476,would you speak it one more again please.,general_repeat,general,train
3477,can you try the last one spoken once again.,general_repeat,general,train
3478,please reset that.,general_repeat,general,train
3479,can you speak the command spoke one more again please.,general_repeat,general,train
3480,i'd like to hear what i have just said again.,general_repeat,general,train
3481,tell me once again.,general_repeat,general,train
3482,please say what you've just said once again.,general_repeat,general,train
3483,start over please.,general_repeat,general,train
3484,can you repeat please.,general_repeat,general,train
3485,will you reset.,general_repeat,general,train
3486,could you tell me it one more time please.,general_repeat,general,train
3487,one more time again.,general_repeat,general,train
3488,will you retry it please.,general_repeat,general,train
3489,would you try that instruction said again please.,general_repeat,general,train
3490,tell me that once again.,general_repeat,general,train
3491,tell me it one more again please.,general_repeat,general,train
3492,i would like to hear what i've said again.,general_repeat,general,train
3493,would you tell me that once again.,general_repeat,general,train
3494,please speak the last one said one more time.,general_repeat,general,train
3495,one more again please.,general_repeat,general,train
3496,try it once more please.,general_repeat,general,train
3497,please let's start over.,general_repeat,general,train
3498,tell me what you just said once again please.,general_repeat,general,train
3499,could you try what you just said one more again.,general_repeat,general,train
3500,i'd like to hear the last utterance spoken again.,general_repeat,general,train
3501,would you try what you said again.,general_repeat,general,train
3502,please would you reset.,general_repeat,general,train
3503,will you say again please.,general_repeat,general,train
3504,could you tell me one more time please.,general_repeat,general,train
3505,replay please.,general_repeat,general,train
3506,please could you try what you've said once more.,general_repeat,general,train
3507,i would like to hear the last one you said again.,general_repeat,general,train
3508,can you reset.,general_repeat,general,train
3509,say that again.,general_repeat,general,train
3510,please replay your last statement.,general_repeat,general,train
3511,try the last message one more time please.,general_repeat,general,train
3512,please tell me that one more again.,general_repeat,general,train
3513,retry the last spoken.,general_repeat,general,train
3514,please tell me it one more again.,general_repeat,general,train
3515,i want to hear your last instruction you said again.,general_repeat,general,train
3516,reset please.,general_repeat,general,train
3517,can you speak it again please.,general_repeat,general,train
3518,please can you tell me that word said once again.,general_repeat,general,train
3519,i'm sorry.,general_repeat,general,train
3520,please repeat that.,general_repeat,general,train
3521,would you repeat the last please.,general_repeat,general,train
